идентификатор ZINC	название	SMILES формула	мол. вес, г/моль	LogP	брутто-формула	число колец	число тяжелых атомов	число гетероатомов	pH	заряд	число доноров H-связи	число акцепторов H-связи	площадь полярной поверхности, кв. А	число вращающихся связей
ZINC000000897244	Sulbactam	CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O	233.245	-0.795	C8H11NO5S	2	15	7	Reference	-1	0	5	94	1
ZINC000000601250	Sulconazole	Clc1ccc(CS[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	397.758	6.518	C18H15Cl3N2S	3	24	6	Reference	0	0	3	17	6
ZINC000003873371	Sulconazole	Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	397.758	6.518	C18H15Cl3N2S	3	24	6	Reference	1	0	3	17	6
ZINC000005421253	Sulfabenzamide	Nc1ccc(S(=O)(=O)/N=C(\O)c2ccccc2)cc1	276.317	1.962	C13H12N2O3S	2	19	6	Reference	-1	1	4	91	3
ZINC000000053961	Sulfacarbamide	N/C(O)=N/S(=O)(=O)c1ccc(N)cc1	215.234	-0.17	C7H9N3O3S	1	14	7	Reference	-1	2	4	121	1
ZINC000005179119	Sulfacetamide	C/C(O)=N/S(=O)(=O)c1ccc(N)cc1	214.246	0.934	C8H10N2O3S	1	14	6	Reference	-1	1	4	91	2
ZINC000000002092	Sulfacytine	CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O	294.336	0.646	C12H14N4O3S	2	20	8	Reference	0	2	6	107	4
ZINC000013233295	Sulfadimethoxine	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	310.335	0.877	C12H14N4O4S	2	21	9	Reference	-1	1	7	118	5
ZINC000000057494	Sulfadimidine	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	278.337	1.476	C12H14N4O2S	2	19	7	Reference	-1	1	5	100	3
ZINC000000002094	Sulfadoxine	COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC	310.335	0.877	C12H14N4O4S	2	21	9	Reference	-1	1	7	118	5
ZINC000000057490	Sulfafenazol	Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	314.37	2.255	C15H14N4O2S	3	22	7	Reference	-1	1	5	92	4
ZINC000003873927	Sulfaguanidine	NC(N)=NS(=O)(=O)c1ccc(N)cc1	214.25	-0.769	C7H10N4O2S	1	14	7	Reference	0	3	3	124	2
ZINC000000002097	Sulfalene	COc1nccnc1NS(=O)(=O)c1ccc(N)cc1	280.309	0.868	C11H12N4O3S	2	19	8	Reference	-1	1	6	109	4
ZINC000000057501	Sulfamerazine	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	264.31	1.168	C11H12N4O2S	2	18	7	Reference	-1	1	5	100	3
ZINC000000049142	Sulfameter	COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1	280.309	0.868	C11H12N4O3S	2	19	8	Reference	-1	1	6	109	4
ZINC000000057493	Sulfamethizole	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	270.339	1.23	C9H10N4O2S2	2	17	8	Reference	-1	1	6	100	3
ZINC000100051339	Sulfamethoxazole	Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1	429.407	-1.347	C16H19N3O9S	3	29	13	Reference	-1	4	11	199	5
ZINC000100051344	Sulfamethoxazole	Cc1cc(N([C@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1	429.407	-1.347	C16H19N3O9S	3	29	13	Reference	-1	4	11	199	5
ZINC000001640621	Sulfamethoxazole	Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1	269.282	1.585	C10H11N3O4S	2	18	8	Reference	-1	2	6	106	4
ZINC000000002105	Sulfapyridine	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	249.295	1.465	C11H11N3O2S	2	17	6	Reference	-1	1	4	87	3
ZINC000000121458	Sulfathiazole	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	255.324	1.526	C9H9N3O2S2	2	16	7	Reference	-1	1	5	87	3
ZINC000100004249	Sulfinpyrazone	O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	388.492	4.78	C23H20N2O2S	4	28	5	Reference	-1	0	5	49	6
ZINC000002004425	Sulfinpyrazone	O=C1C(CCS(=O)(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	420.49	3.462	C23H20N2O4S	4	30	7						
ZINC000096006009	Sulfisoxazole	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	267.31	1.674	C11H13N3O3S	2	18	7	Reference	-1	1	5	100	3
ZINC000000002114	Sulfisoxazole	CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1	309.347	1.615	C13H15N3O4S	2	21	8	Reference	0	1	6	106	3
ZINC000000057302	Sulfono	Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C	267.31	1.674	C11H13N3O3S	2	18	7	Reference	-1	1	5	100	3
ZINC000018268128	Sulfoxone	O=[S@@](O)CNc1ccc(S(=O)(=O)c2ccc(NC[S@](=O)O)cc2)cc1	404.491	1.702	C14H16N2O6S3	2	25	11	Reference	-2	2	8	138	8
ZINC000003786192	Sulindac	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@@](C)=O)cc1	356.418	4.366	C20H17FO3S	3	25	5	Reference	-1	0	3	57	4
ZINC000004475353	Sulindac	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1	356.418	4.366	C20H17FO3S	3	25	5	Reference	-1	0	3	57	4
ZINC000013531944	Sulindac	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)(=O)=O)cc1	372.417	4.032	C20H17FO4S	3	26	6	Reference	-1	0	4	74	4
ZINC000012404515	Sulindac	CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1	340.419	5.35	C20H17FO2S	3	24	4	Reference	-1	0	3	40	4
ZINC000001690324	Sulisobenzone	COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O	308.311	1.879	C14H12O6S	2	21	7	Reference	-1	0	6	106	4
ZINC000007997905	Sulmazole	COc1cc([S@@](C)=O)ccc1-c1nc2ncccc2[nH]1	287.344	2.371	C14H13N3O2S	3	20	6	Reference	0	1	4	67	3
ZINC000017835656	Sulmazole	COc1cc([S@](C)=O)ccc1-c1nc2ncccc2[nH]1	287.344	2.371	C14H13N3O2S	3	20	6	Reference	0	1	4	67	3
ZINC000000020229	Sulpirid	CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	341.433	0.557	C15H23N3O4S	2	23	8	Reference	1	3	4	102	6
ZINC000042834847	Sultamicillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C	594.668	-0.589	C25H30N4O9S2	5	40	15	Reference	0	2	11	182	7
ZINC000003964325	Sunitinib	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	398.482	3.335	C22H27FN4O2	3	29	7	Reference	1	4	2	78	7
ZINC000003935481	Suplatast	CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1	328.454	1.669	C16H26NO4S+	1	22	6	Reference	1	2	4	67	10
ZINC000005650754	Suplatast	CCOC[C@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1	328.454	1.669	C16H26NO4S+	1	22	6	Reference	1	2	4	67	10
ZINC000003776875	Suprane	FC(F)O[C@@H](F)C(F)(F)F	168.036	2.083	C3H2F6O	0	10	7	Reference	0	0	1	9	2
ZINC000004097392	Suprane	FC(F)O[C@H](F)C(F)(F)F	168.036	2.083	C3H2F6O	0	10	7	Reference	0	0	1	9	2
ZINC000000057504	Suprofen	C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1	260.314	3.167	C14H12O3S	2	18	4	Reference	-1	0	4	57	4
ZINC000000057503	Suprofen	C[C@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1	260.314	3.167	C14H12O3S	2	18	4	Reference	-1	0	4	57	4
ZINC000095618771	Suprofen	C[C@@H](C(=O)O)c1ccc(C(=O)C2=CC=CS2=O)cc1	276.313	2.217	C14H12O4S	2	19	5						
ZINC000095618770	Suprofen	C[C@H](C(=O)O)c1ccc(C(=O)C2=CC=CS2=O)cc1	276.313	2.217	C14H12O4S	2	19	5						
ZINC000012402948	Surgam	C[C@@H]1OC(Cc2ccccc2)O[C@@H]1C	192.258	2.379	C12H16O2	2	14	2	Reference	0	0	2	18	2
ZINC000001622034	Surgam	C[C@@H]1OC(Cc2ccccc2)O[C@H]1C	192.258	2.379	C12H16O2	2	14	2	Reference	0	0	2	18	2
ZINC000001622033	Surgam	C[C@H]1OC(Cc2ccccc2)O[C@@H]1C	192.258	2.379	C12H16O2	2	14	2	Reference	0	0	2	18	2
ZINC000049036447	Suvorexant	Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1	450.93	4.111	C23H23ClN6O2	5	32	9	Reference	0	0	7	80	3
ZINC000001530820	Suxamethonium	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	290.404	0.265	C14H30N2O4+2	0	20	6	Reference	2	0	4	52	9
ZINC000043450326	Synribo	COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4	545.629	2.581	C29H39NO9	5	39	10	Reference	1	3	9	125	9
ZINC000043450324	Synribo	COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4	545.629	2.581	C29H39NO9	5	39	10	Reference	1	3	9	125	9
ZINC000085552312	T3s	N[C@@H](Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O	731.04	3.429	C15H12I3NO7S	2	27	12	Reference	-1	1	7	143	7
ZINC000096077628	T4s	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O	856.936	4.033	C15H11I4NO7S	2	28	13	Reference	-1	1	7	143	7
ZINC000019014866	Tacrine	Nc1c2c(nc3ccccc13)CCCC2	198.269	2.696	C13H14N2	3	15	2	Reference	1	1	1	40	0
ZINC000169289411	Tacrolimus	C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	804.031	4.639	C44H69NO12	4	57	13						
ZINC000043206271	Tafamidis	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	308.12	4.5	C14H7Cl2NO3	3	20	6	Reference	-1	0	4	66	2
ZINC000027644813	Tafluprost	O=C(O)CCC/C=C\C[C@H]1[C@H](/C=C/C(F)(F)COc2ccccc2)[C@@H](O)C[C@H]1O	410.457	3.816	C22H28F2O5	2	29	7	Reference	-1	2	5	89	11
ZINC000027644800	Tafluprost	O=C(O)CCC/C=C\C[C@H]1[C@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@H]1O	410.457	3.816	C22H28F2O5	2	29	7	Reference	-1	2	5	89	11
ZINC000027644806	Tafluprost	O=C(O)CCC/C=C\C[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1/C=C/C(F)(F)COc1ccccc1	410.457	3.816	C22H28F2O5	2	29	7	Reference	-1	2	5	89	11
ZINC000027644820	Tafluprost	O=C(O)CCC/C=C\C[C@@H]1[C@@H](O)C[C@H](O)[C@H]1/C=C/C(F)(F)COc1ccccc1	410.457	3.816	C22H28F2O5	2	29	7	Reference	-1	2	5	89	11
ZINC000230061301	Tafluprost	O=C(O)CCC/C=C\C[C@@H]1[C@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1	410.457	3.816	C22H28F2O5	2	29	7	Reference	-1	2	5	89	11
ZINC000005651434	Talbutal	C=CCC1([C@@H](C)CC)C(=O)NC(=O)NC1=O	224.26	0.961	C11H16N2O3	1	16	5	Reference	-1	2	3	75	4
ZINC000005651105	Talbutal	C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O	224.26	0.961	C11H16N2O3	1	16	5	Reference	-1	2	3	75	4
ZINC000001846283	Talinolol	CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1	363.502	3.269	C20H33N3O3	2	26	6	Reference	1	4	3	87	7
ZINC000000538582	Talinolol	CC(C)(C)NC[C@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1	363.502	3.269	C20H33N3O3	2	26	6	Reference	1	4	3	87	7
ZINC000001844627	Talniflumate	O=C1O[C@@H](OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21	414.339	4.87	C21H13F3N2O4	4	30	9	Reference	0	1	6	77	4
ZINC000000601275	Talniflumate	O=C1O[C@H](OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21	414.339	4.87	C21H13F3N2O4	4	30	9	Reference	0	1	6	77	4
ZINC000000538415	Tamibarotene	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21	351.446	4.986	C22H25NO3	3	26	4	Reference	-1	1	3	69	3
ZINC000001530689	Tamoxifen	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	371.524	5.996	C26H29NO	3	28	2	Reference	1	1	1	13	8
ZINC000001849477	Tamoxifen	CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1	387.523	6.009	C26H29NO2	3	29	3	Reference	0	0	2	32	8
ZINC000064622628	Tamoxifen-N-Glucuronide	CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1	548.656	3.403	C32H38NO7+	4	40	8	Reference	0	3	7	119	10
ZINC000001530694	Tamsulosin	CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	408.52	2.341	C20H28N2O5S	2	28	8	Reference	1	2	5	104	11
ZINC000000020783	Tapentadol	CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C	221.344	3.084	C14H23NO	1	16	2	Reference	1	2	1	24	5
ZINC000001539579	Targretin	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	348.486	6.104	C24H28O2	3	26	2	Reference	-1	0	2	40	3
ZINC000100048501	Tartrazine	O=C(O)c1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1/N=N/c1ccc(S(=O)(=O)O)cc1	468.425	2.185	C16H12N4O9S2	3	31	15	Reference	-4	0	12	215	6
ZINC000000901335	Tartronate	O=C(O)C(O)C(=O)O	120.06	-1.484	C3H4O5	0	8	5	Reference	-2	1	5	100	2
ZINC000004392649	Tasimelteon	CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2	245.322	2.251	C15H19NO2	3	18	3	Reference	0	1	2	38	4
ZINC000035342789	Tasmar	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1	273.244	2.545	C14H11NO5	2	20	6	Reference	-1	1	5	103	3
ZINC000013444037	Tasosartan	Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2	411.469	3.42	C23H21N7O	5	31	8	Reference	-1	0	6	98	4
ZINC000003809490	Taurine	NCCS(=O)(=O)O	125.149	-1.167	C2H7NO3S	0	7	5	Reference	0	1	3	84	2
ZINC000019322537	Taurolidine	O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1	284.363	-2.671	C7H16N4O4S2	2	17	10	Reference	0	2	6	98	2
ZINC000097975981	Tauroursodeoxycholic	C[C@@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	499.714	3.397	C26H45NO6S	4	34	8						
ZINC000169990691	Tavaborole	OB1OCc2cc(F)ccc21	151.933	0.043	C7H6BFO2	2	11	4						
ZINC000000024890	Tazarotenic	CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21	323.417	3.953	C19H17NO2S	3	23	4	Reference	-1	0	4	53	1
ZINC000003787060	Tazobactam	C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O	300.296	-1.523	C10H12N4O5S	3	20	10	Reference	-1	0	8	125	3
ZINC000003875393	Tbz	COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2	317.429	3.238	C19H27NO3	3	23	4	Reference	0	0	4	38	4
ZINC000008552123	Tbz	COc1cc2c(cc1OC)[C@H]1CC(=O)[C@@H](CC(C)C)CN1CC2	317.429	3.238	C19H27NO3	3	23	4	Reference	0	0	4	38	4
ZINC000003875392	Tbz	COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2	317.429	3.238	C19H27NO3	3	23	4	Reference	1	0	4	38	4
ZINC000000000751	Tbz	COc1cc2c(cc1OC)[C@H]1CC(=O)[C@H](CC(C)C)CN1CC2	317.429	3.238	C19H27NO3	3	23	4	Reference	1	0	4	38	4
ZINC000001543475	Tdf	C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	287.216	-0.051	C9H14N5O4P	2	19	10	Reference	-1	2	8	139	5
ZINC000003843378	Tecfidera	COC(=O)/C=C/C(=O)OC	144.126	-0.111	C6H8O4	0	10	4	Reference	0	0	4	52	2
ZINC000000073711	Tecto	c1ccc2[nH]c(-c3cscn3)nc2c1	201.254	2.686	C10H7N3S	3	14	4	Reference	0	1	3	41	1
ZINC000001693386	Tedegyl	OCCSCCO	122.189	-0.296	C4H10O2S	0	7	3	Reference	0	2	3	40	4
ZINC000043100953	Tedizolid	Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1	450.323	1.513	C17H16FN6O6P	4	31	14	Reference	-2	0	11	158	6
ZINC000000016956	Tegafur	O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F	200.169	-0.015	C8H9FN2O3	2	14	6	Reference	0	1	4	64	1
ZINC000000119895	Tegafur	O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F	200.169	-0.015	C8H9FN2O3	2	14	6	Reference	0	1	4	64	1
ZINC000001545565	Tegaserod	CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12	301.394	2.815	C16H23N5O	2	22	6	Reference	1	4	2	87	7
ZINC000000004785	Tegretol	NC(=O)N1c2ccccc2C=Cc2ccccc21	236.274	3.387	C15H12N2O	3	18	3	Reference	0	1	1	46	0
ZINC000000113404	Teldrin	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1	274.795	3.819	C16H19ClN2	2	19	3	Reference	1	1	1	17	5
ZINC000000113410	Teldrin	CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1	274.795	3.819	C16H19ClN2	2	19	3	Reference	1	1	1	17	5
ZINC000019796161	Telenzepine	Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O	370.478	2.534	C19H22N4O2S	4	26	7	Reference	0	1	5	55	2
ZINC000009574770	Telithromycin	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C	812.018	4.929	C43H65N5O10	5	58	15						
ZINC000084758235	Telotristat	Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1	546.937	4.51	C25H22ClF3N6O3	4	38	13	Reference	0	2	8	146	8
ZINC000043205655	Telotristat	CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1	574.991	4.989	C27H26ClF3N6O3	4	40	13	Reference	0	2	9	131	9
ZINC000009111944	Temocillin	CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21	414.461	0.522	C16H18N2O7S2	3	27	11	Reference	-2	1	9	138	6
ZINC000004214391	Temocillin	CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21	414.461	0.522	C16H18N2O7S2	3	27	11	Reference	-2	1	9	138	6
ZINC000001482184	Temodal	Cn1nnc2c(C(N)=O)ncn2c1=O	194.154	-2.078	C6H6N6O2	2	14	8	Reference	0	1	7	108	1
ZINC000009060429	Tenatoprazole	COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2n1	346.412	2.295	C16H18N4O3S	3	24	8	Reference	0	1	6	89	5
ZINC000003791775	Tenatoprazole	COc1ccc2[nH]c([S@](=O)Cc3ncc(C)c(OC)c3C)nc2n1	346.412	2.295	C16H18N4O3S	3	24	8	Reference	0	1	6	89	5
ZINC000003833877	Tenivastatin	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	436.589	4.106	C25H40O6	2	31	6	Reference	-1	2	6	106	10
ZINC000100055899	Tenofovir	CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1	476.474	2.973	C21H29N6O5P	3	33	12	Reference	0	2	10	143	11
ZINC000003929022	Tenofovir	CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C	519.448	3.036	C19H30N5O10P	2	35	16	Reference	0	1	15	185	13
ZINC000100006429	Tenoxicam	CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O	337.382	1.643	C13H11N3O4S2	3	22	9	Reference	-1	1	6	102	2
ZINC000095616599	Terazosin	COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC	387.44	1.057	C19H25N5O4	4	28	9	Reference	0	1	8	103	4
ZINC000095616600	Terazosin	COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC	387.44	1.057	C19H25N5O4	4	28	9	Reference	0	1	8	103	4
ZINC000001530981	Terbinafine	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	291.438	4.877	C21H25N	2	22	1	Reference	1	1	0	4	4
ZINC000000002281	Terbutaline	CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1	225.288	1.519	C12H19NO3	1	16	4	Reference	1	4	3	77	3
ZINC000000000746	Terbutaline	CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1	225.288	1.519	C12H19NO3	1	16	4	Reference	1	4	3	77	3
ZINC000013512456	Teriflunomide	C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1	270.21	2.999	C12H9F3N2O2	1	19	7	Reference	0	1	3	69	3
ZINC000000000747	Terizidone	O=C1NOC[C@@H]1/N=C/c1ccc(/C=N/[C@@H]2CONC2=O)cc1	302.29	-0.616	C14H14N4O4	3	22	8	Reference	-2	0	6	105	4
ZINC000030691445	Terizidone	O=C1NOC[C@@H]1/N=C/c1ccc(/C=N/[C@H]2CONC2=O)cc1	302.29	-0.616	C14H14N4O4	3	22	8	Reference	-2	0	6	105	4
ZINC000005785445	Terizidone	O=C1NOC[C@H]1/N=C/c1ccc(/C=N/[C@@H]2CONC2=O)cc1	302.29	-0.616	C14H14N4O4	3	22	8	Reference	-2	0	6	105	4
ZINC000003812892	Ternadin	CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	471.685	6.446	C32H41NO2	4	35	3	Reference	1	3	2	44	8
ZINC000003831511	Ternadin	CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	471.685	6.446	C32H41NO2	4	35	3	Reference	1	3	2	44	8
ZINC000001481798	Terodiline	C[C@@H](CC(c1ccccc1)c1ccccc1)NC(C)(C)C	281.443	4.985	C20H27N	2	21	1	Reference	1	1	0	16	5
ZINC000001481797	Terodiline	C[C@H](CC(c1ccccc1)c1ccccc1)NC(C)(C)C	281.443	4.985	C20H27N	2	21	1	Reference	1	1	0	16	5
ZINC000000002137	Terpin	CC1(O)CCC(C(C)(C)O)CC1	172.268	1.698	C10H20O2	1	12	2	Reference	0	2	2	40	1
ZINC000000000748	Tertatolol	CC(C)(C)NC[C@@H](O)COc1cccc2c1SCCC2	295.448	2.853	C16H25NO2S	2	20	4	Reference	1	2	3	46	5
ZINC000005352943	Tertatolol	CC(C)(C)NC[C@H](O)COc1cccc2c1SCCC2	295.448	2.853	C16H25NO2S	2	20	4	Reference	1	2	3	46	5
ZINC000003830276	Tessalon	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	603.75	2.835	C30H53NO11	1	42	12	Reference	0	1	12	121	32
ZINC000004081771	Testolactone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2	300.398	3.59	C19H24O3	4	22	3	Reference	0	0	3	43	0
ZINC000118912393	Testosterone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	288.431	3.879	C19H28O2	4	21	2	Reference	0	1	2	37	0
ZINC000004097468	Testosterone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1	412.614	6.401	C27H40O3	5	30	3	Reference	0	0	3	43	4
ZINC000006067916	Testosterone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OS(=O)(=O)O	368.495	3.706	C19H28O5S	4	25	6	Reference	-1	0	5	83	2
ZINC000008214690	Testosterone	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	456.711	7.961	C30H48O3	4	33	3	Reference	0	0	3	43	10
ZINC000003876080	Testosterone	CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	400.603	6.401	C26H40O3	4	29	3	Reference	0	0	3	43	6
ZINC000000490791	Testosterone	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	344.495	4.84	C22H32O3	4	25	3	Reference	0	0	3	43	2
